product_ndc,brand_name,generic_name,labeler_name,product_type,dosage_form,route,marketing_category,marketing_start_date,marketing_end_date,active_ingredients,pharm_class,dea_schedule,finished,listing_expiration_date
0078-0471,Diovan HCT,valsartan and hydrochlorothiazide,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,20060428,,HYDROCHLOROTHIAZIDE (12.5 mg/1); VALSARTAN (320 mg/1),Angiotensin 2 Receptor Antagonists [MoA]; Angiotensin 2 Receptor Blocker [EPC]; Increased Diuresis [PE]; Thiazide Diuretic [EPC]; Thiazides [CS],,True,20271231
0078-0686,PROMACTA,eltrombopag olamine,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,20160407,,ELTROMBOPAG OLAMINE (50 mg/1),Breast Cancer Resistance Protein Inhibitors [MoA]; Increased Megakaryocyte Maturation [PE]; Increased Platelet Production [PE]; Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA]; Thrombopoietin Receptor Agonist [EPC]; Thrombopoietin Receptor Agonists [MoA]; UGT1A1 Inhibitors [MoA]; UGT1A3 Inhibitors [MoA]; UGT1A4 Inhibitors [MoA]; UGT1A6 Inhibitors [MoA]; UGT1A9 Inhibitors [MoA]; UGT2B15 Inhibitors [MoA]; UGT2B7 Inhibitors [MoA],,True,20261231
0078-0401,Gleevec,imatinib mesylate,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,NDA,20010515,,IMATINIB MESYLATE (100 mg/1),Bcr-Abl Tyrosine Kinase Inhibitors [MoA]; Cytochrome P450 2D6 Inhibitors [MoA]; Cytochrome P450 3A4 Inhibitors [MoA]; Kinase Inhibitor [EPC],,True,20271231
0078-0568,COARTEM,artemether and lumefantrine,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,NDA,20090407,,ARTEMETHER (20 mg/1); LUMEFANTRINE (120 mg/1),Antimalarial [EPC]; Antimalarial [EPC],,True,20271231
0078-1000,LEQVIO,inclisiran,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",SUBCUTANEOUS,NDA,20211222,,INCLISIRAN SODIUM (284 mg/1.5mL),,,True,20271231
0078-1245,Diovan,valsartan,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,NDA,20010701,,VALSARTAN (80 mg/1),Angiotensin 2 Receptor Antagonists [MoA]; Angiotensin 2 Receptor Blocker [EPC],,True,20261231
0078-0813,TOBREX,tobramycin,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,OINTMENT,OPHTHALMIC,NDA,19810628,,TOBRAMYCIN (3 mg/g),Aminoglycoside Antibacterial [EPC]; Aminoglycosides [CS],,True,20261231
0078-0468,Exjade,deferasirox,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"TABLET, FOR SUSPENSION",ORAL,NDA,20051130,,DEFERASIROX (125 mg/1),Cytochrome P450 1A2 Inhibitors [MoA]; Cytochrome P450 2C8 Inhibitors [MoA]; Cytochrome P450 3A4 Inducers [MoA]; Iron Chelating Activity [MoA]; Iron Chelator [EPC],,True,20271231
0078-0563,Exforge HCT,amlodipine valsartan and hydrochlorothiazide,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,20090404,,AMLODIPINE BESYLATE (10 mg/1); HYDROCHLOROTHIAZIDE (25 mg/1); VALSARTAN (320 mg/1),Angiotensin 2 Receptor Antagonists [MoA]; Angiotensin 2 Receptor Blocker [EPC]; Calcium Channel Antagonists [MoA]; Calcium Channel Blocker [EPC]; Cytochrome P450 3A Inhibitors [MoA]; Dihydropyridine Calcium Channel Blocker [EPC]; Dihydropyridines [CS]; Increased Diuresis [PE]; Thiazide Diuretic [EPC]; Thiazides [CS],,True,20261231
0078-0683,Arranon,nelarabine,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,INJECTION,INTRAVENOUS,NDA,20161005,20260930,NELARABINE (5 mg/mL),Nucleic Acid Synthesis Inhibitors [MoA]; Nucleoside Metabolic Inhibitor [EPC],,True,
0078-0385,Myfortic,mycophenolic acid,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"TABLET, DELAYED RELEASE",ORAL,NDA,20040227,,MYCOPHENOLATE SODIUM (180 mg/1),Antimetabolite Immunosuppressant [EPC],,True,20261231
66828-0247,,iptacopan,Novartis Pharma Produktions GmbH,HUMAN PRESCRIPTION DRUG,CAPSULE,,DRUG FOR FURTHER PROCESSING,20231205,,IPTACOPAN HYDROCHLORIDE (200 mg/1),,,False,20261231
66828-0254,,ceritinib,Novartis Pharma Produktions GmbH,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20190318,,CERITINIB (150 mg/1),,,False,20261231
66828-0261,,carbamazepine,Novartis Pharma Produktions GmbH,HUMAN PRESCRIPTION DRUG,"TABLET, EXTENDED RELEASE",,DRUG FOR FURTHER PROCESSING,19960325,,CARBAMAZEPINE (200 mg/1),,,False,20261231
0078-0182,Sandostatin,octreotide acetate,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",INTRAVENOUS; SUBCUTANEOUS,NDA,19881021,,OCTREOTIDE ACETATE (500 ug/mL),Somatostatin Analog [EPC]; Somatostatin Receptor Agonists [MoA],,True,20261231
66828-0268,,carbamazepine,Novartis Pharma Produktions GmbH,HUMAN PRESCRIPTION DRUG,"TABLET, EXTENDED RELEASE",,DRUG FOR FURTHER PROCESSING,19960325,,CARBAMAZEPINE (400 mg/1),,,False,20261231
66828-0275,,capmatinib,Novartis Pharma Produktions GmbH,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20200506,,CAPMATINIB HYDROCHLORIDE (200 mg/1),,,False,20261231
66828-0282,,pazopanib hydrochloride,Novartis Pharma Produktions GmbH,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20160712,,PAZOPANIB HYDROCHLORIDE (200 mg/1),,,False,20261231
66828-0289,,mycophenolic acid,Novartis Pharma Produktions GmbH,HUMAN PRESCRIPTION DRUG,"TABLET, DELAYED RELEASE",,DRUG FOR FURTHER PROCESSING,20040227,,MYCOPHENOLATE SODIUM (180 mg/1),,,False,20261231
66828-0296,,mycophenolic acid,Novartis Pharma Produktions GmbH,HUMAN PRESCRIPTION DRUG,"TABLET, DELAYED RELEASE",,DRUG FOR FURTHER PROCESSING,20040227,,MYCOPHENOLATE SODIUM (360 mg/1),,,False,20261231
0078-1007,KESIMPTA,ofatumumab,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"INJECTION, SOLUTION",SUBCUTANEOUS,BLA,20091026,,OFATUMUMAB (20 mg/.4mL),CD20-directed Antibody Interactions [MoA]; CD20-directed Cytolytic Antibody [EPC],,True,20271231
66828-0303,,imatinib mesylate,Novartis Pharma Produktions GmbH,HUMAN PRESCRIPTION DRUG,TABLET,,DRUG FOR FURTHER PROCESSING,20010515,,IMATINIB MESYLATE (100 mg/1),,,False,20261231
0078-0818,Sandostatin LAR Depot,octreotide acetate,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,KIT,,NDA,20160722,,,,,True,20261231
0078-1252,Diovan,valsartan,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,NDA,20010701,,VALSARTAN (160 mg/1),Angiotensin 2 Receptor Antagonists [MoA]; Angiotensin 2 Receptor Blocker [EPC],,True,20261231
0078-0469,Exjade,deferasirox,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"TABLET, FOR SUSPENSION",ORAL,NDA,20051130,,DEFERASIROX (250 mg/1),Cytochrome P450 1A2 Inhibitors [MoA]; Cytochrome P450 2C8 Inhibitors [MoA]; Cytochrome P450 3A4 Inducers [MoA]; Iron Chelating Activity [MoA]; Iron Chelator [EPC],,True,20271231
0078-0566,Afinitor,everolimus,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,NDA,20090331,,EVEROLIMUS (5 mg/1),Cytochrome P450 2D6 Inhibitors [MoA]; Cytochrome P450 3A4 Inhibitors [MoA]; Decreased Immunologic Activity [PE]; Kinase Inhibitor [EPC]; Protein Kinase Inhibitors [MoA]; mTOR Inhibitor Immunosuppressant [EPC]; mTOR Inhibitors [MoA],,True,20271231
0078-0684,PROMACTA,eltrombopag olamine,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,20160822,,ELTROMBOPAG OLAMINE (12.5 mg/1),Breast Cancer Resistance Protein Inhibitors [MoA]; Increased Megakaryocyte Maturation [PE]; Increased Platelet Production [PE]; Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA]; Thrombopoietin Receptor Agonist [EPC]; Thrombopoietin Receptor Agonists [MoA]; UGT1A1 Inhibitors [MoA]; UGT1A3 Inhibitors [MoA]; UGT1A4 Inhibitors [MoA]; UGT1A6 Inhibitors [MoA]; UGT1A9 Inhibitors [MoA]; UGT2B15 Inhibitors [MoA]; UGT2B7 Inhibitors [MoA],,True,20261231
66828-0310,,imatinib mesylate,Novartis Pharma Produktions GmbH,HUMAN PRESCRIPTION DRUG,TABLET,,DRUG FOR FURTHER PROCESSING,20141223,,IMATINIB MESYLATE (400 mg/1),,,False,20261231
0078-0386,Myfortic,mycophenolic acid,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"TABLET, DELAYED RELEASE",ORAL,NDA,20040227,,MYCOPHENOLATE SODIUM (360 mg/1),Antimetabolite Immunosuppressant [EPC],,True,20261231
66828-0317,,capmatinib,Novartis Pharma Produktions GmbH,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",,DRUG FOR FURTHER PROCESSING,20200506,,CAPMATINIB HYDROCHLORIDE (150 mg/1),,,False,20261231
0078-0314,Diovan HCT,valsartan and hydrochlorothiazide,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,19980306,,HYDROCHLOROTHIAZIDE (12.5 mg/1); VALSARTAN (80 mg/1),Angiotensin 2 Receptor Antagonists [MoA]; Angiotensin 2 Receptor Blocker [EPC]; Increased Diuresis [PE]; Thiazide Diuretic [EPC]; Thiazides [CS],,True,20271231
66828-0324,,carbamazepine,Novartis Pharma Produktions GmbH,HUMAN PRESCRIPTION DRUG,"TABLET, EXTENDED RELEASE",,DRUG FOR FURTHER PROCESSING,19960325,,CARBAMAZEPINE (100 mg/1),,,False,20261231
0078-1014,MAYZENT,siponimod,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,20190326,,SIPONIMOD (1 mg/1),Sphingosine 1-Phosphate Receptor Modulators [MoA]; Sphingosine 1-phosphate Receptor Modulator [EPC],,True,20271231
0078-0825,Sandostatin LAR Depot,octreotide acetate,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,KIT,,NDA,20160722,,,,,True,20261231
0078-1259,Diovan,valsartan,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,NDA,20010701,,VALSARTAN (320 mg/1),Angiotensin 2 Receptor Antagonists [MoA]; Angiotensin 2 Receptor Blocker [EPC],,True,20261231
0078-0470,Exjade,deferasirox,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"TABLET, FOR SUSPENSION",ORAL,NDA,20051130,,DEFERASIROX (500 mg/1),Cytochrome P450 1A2 Inhibitors [MoA]; Cytochrome P450 2C8 Inhibitors [MoA]; Cytochrome P450 3A4 Inducers [MoA]; Iron Chelating Activity [MoA]; Iron Chelator [EPC],,True,20271231
0078-0567,Afinitor,everolimus,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,NDA,20090331,,EVEROLIMUS (10 mg/1),Cytochrome P450 2D6 Inhibitors [MoA]; Cytochrome P450 3A4 Inhibitors [MoA]; Decreased Immunologic Activity [PE]; Kinase Inhibitor [EPC]; Protein Kinase Inhibitors [MoA]; mTOR Inhibitor Immunosuppressant [EPC]; mTOR Inhibitors [MoA],,True,20271231
0078-0685,PROMACTA,eltrombopag olamine,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,20160524,,ELTROMBOPAG OLAMINE (25 mg/1),Breast Cancer Resistance Protein Inhibitors [MoA]; Increased Megakaryocyte Maturation [PE]; Increased Platelet Production [PE]; Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA]; Thrombopoietin Receptor Agonist [EPC]; Thrombopoietin Receptor Agonists [MoA]; UGT1A1 Inhibitors [MoA]; UGT1A3 Inhibitors [MoA]; UGT1A4 Inhibitors [MoA]; UGT1A6 Inhibitors [MoA]; UGT1A9 Inhibitors [MoA]; UGT2B15 Inhibitors [MoA]; UGT2B7 Inhibitors [MoA],,True,20261231
0078-0393,Simulect,basiliximab,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS,BLA,19980512,,BASILIXIMAB (10 mg/2.5mL),Interleukin 2 Receptor Antagonists [MoA]; Interleukin 2 Receptor-directed Antibody Interactions [MoA]; Interleukin-2 Receptor Blocking Antibody [EPC],,True,20261231
0078-0360,Diovan,valsartan,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,NDA,20010701,,VALSARTAN (320 mg/1),Angiotensin 2 Receptor Antagonists [MoA]; Angiotensin 2 Receptor Blocker [EPC],,True,20261231
66447-0101,,CANAKINUMAB,NOVARTIS PHARMA SAS,BULK INGREDIENT,LIQUID,,BULK INGREDIENT,20161222,,CANAKINUMAB (1 kg/kg),,,False,20261231
66447-0102,,basiliximab,NOVARTIS PHARMA SAS,BULK INGREDIENT,LIQUID,,BULK INGREDIENT,19980512,,BASILIXIMAB (1 kg/kg),,,False,20261231
66447-0103,,secukinumab,NOVARTIS PHARMA SAS,BULK INGREDIENT,LIQUID,,BULK INGREDIENT,20150121,,SECUKINUMAB (1 kg/kg),,,False,20261231
0078-1021,VIJOICE,alpelisib,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,NDA,20220405,,ALPELISIB (50 mg/1),,,True,20261231
0078-0846,KYMRIAH,tisagenlecleucel,Novartis Pharmaceuticals Corporation,CELLULAR THERAPY,"INJECTION, SUSPENSION",INTRAVENOUS,BLA,20170830,,TISAGENLECLEUCEL (2000000 1/1),CD19 Receptor Interactions [MoA]; CD19-directed Chimeric Antigen Receptor [EPC]; CD19-specific Chimeric Antigen Receptor [CS]; Genetically-modified Autologous T Cells [EPC]; Increased T Lymphocyte Activation [PE]; T Lymphocytes; Cultured; Autologous; Genetically-modified [EXT],,True,20261231
0078-1483,RHAPSIDO,remibrutinib,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,NDA,20250930,,REMIBRUTINIB (25 mg/1),Bruton's Tyrosine Kinase Inhibitors [MoA]; Kinase Inhibitor [EPC]; P-Glycoprotein Inhibitors [MoA],,True,20271231
0078-1028,VIJOICE,alpelisib,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,NDA,20220405,,ALPELISIB (125 mg/1),,,True,20261231
0078-0472,Diovan HCT,valsartan and hydrochlorothiazide,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,20060428,,HYDROCHLOROTHIAZIDE (25 mg/1); VALSARTAN (320 mg/1),Angiotensin 2 Receptor Antagonists [MoA]; Angiotensin 2 Receptor Blocker [EPC]; Increased Diuresis [PE]; Thiazide Diuretic [EPC]; Thiazides [CS],,True,20271231
0078-0687,PROMACTA,eltrombopag olamine,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,20160401,,ELTROMBOPAG OLAMINE (75 mg/1),Breast Cancer Resistance Protein Inhibitors [MoA]; Increased Megakaryocyte Maturation [PE]; Increased Platelet Production [PE]; Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA]; Thrombopoietin Receptor Agonist [EPC]; Thrombopoietin Receptor Agonists [MoA]; UGT1A1 Inhibitors [MoA]; UGT1A3 Inhibitors [MoA]; UGT1A4 Inhibitors [MoA]; UGT1A6 Inhibitors [MoA]; UGT1A9 Inhibitors [MoA]; UGT2B15 Inhibitors [MoA]; UGT2B7 Inhibitors [MoA],,True,20261231
0078-0405,Lotrel,amlodipine besylate and benazepril hydrochloride,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,CAPSULE,ORAL,NDA,19950303,20260930,AMLODIPINE BESYLATE (5 mg/1); BENAZEPRIL HYDROCHLORIDE (10 mg/1),Angiotensin Converting Enzyme Inhibitor [EPC]; Angiotensin-converting Enzyme Inhibitors [MoA]; Calcium Channel Antagonists [MoA]; Calcium Channel Blocker [EPC]; Cytochrome P450 3A Inhibitors [MoA]; Decreased Blood Pressure [PE]; Dihydropyridine Calcium Channel Blocker [EPC]; Dihydropyridines [CS],,True,
0078-0592,Tasigna,nilotinib,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,CAPSULE,ORAL,NDA,20071029,,NILOTINIB HYDROCHLORIDE MONOHYDRATE (150 mg/1),Bcr-Abl Tyrosine Kinase Inhibitors [MoA]; Cytochrome P450 2B6 Inducers [MoA]; Cytochrome P450 2C8 Inducers [MoA]; Cytochrome P450 2C8 Inhibitors [MoA]; Cytochrome P450 2D6 Inhibitors [MoA]; Kinase Inhibitor [EPC]; P-Glycoprotein Inhibitors [MoA]; UGT1A1 Inhibitors [MoA],,True,20261231
0078-0249,Femara,letrozole,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,19970731,,LETROZOLE (2.5 mg/1),Aromatase Inhibitor [EPC]; Aromatase Inhibitors [MoA],,True,20271231
0078-0860,KISQALI,ribociclib,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,20170313,,RIBOCICLIB SUCCINATE (200 mg/1),Cytochrome P450 3A Inhibitors [MoA]; Kinase Inhibitor [EPC]; Kinase Inhibitors [MoA],,True,20271231
0078-1490,Gleevec,imatinib mesylate,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,NDA,20141223,,IMATINIB MESYLATE (400 mg/1),Bcr-Abl Tyrosine Kinase Inhibitors [MoA]; Cytochrome P450 2D6 Inhibitors [MoA]; Cytochrome P450 3A4 Inhibitors [MoA]; Kinase Inhibitor [EPC],,True,20271231
0078-1035,VIJOICE,alpelisib,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,KIT,,NDA,20220405,,,,,True,20261231
0078-0488,Exforge,amlodipine besylate and valsartan,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,20070620,,AMLODIPINE BESYLATE (5 mg/1); VALSARTAN (160 mg/1),Angiotensin 2 Receptor Antagonists [MoA]; Angiotensin 2 Receptor Blocker [EPC]; Calcium Channel Antagonists [MoA]; Calcium Channel Blocker [EPC]; Cytochrome P450 3A Inhibitors [MoA]; Dihydropyridine Calcium Channel Blocker [EPC]; Dihydropyridines [CS],,True,20271231
0078-0694,ZYKADIA,ceritinib,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,20190318,,CERITINIB (150 mg/1),Cytochrome P450 2C9 Inhibitors [MoA]; Cytochrome P450 3A Inhibitors [MoA]; Kinase Inhibitor [EPC]; Tyrosine Kinase Inhibitors [MoA],,True,20261231
0078-0406,Lotrel,amlodipine besylate and benazepril hydrochloride,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,CAPSULE,ORAL,NDA,19950303,20260930,AMLODIPINE BESYLATE (5 mg/1); BENAZEPRIL HYDROCHLORIDE (20 mg/1),Angiotensin Converting Enzyme Inhibitor [EPC]; Angiotensin-converting Enzyme Inhibitors [MoA]; Calcium Channel Antagonists [MoA]; Calcium Channel Blocker [EPC]; Cytochrome P450 3A Inhibitors [MoA]; Decreased Blood Pressure [PE]; Dihydropyridine Calcium Channel Blocker [EPC]; Dihydropyridines [CS],,True,
0078-0594,Afinitor,everolimus,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,NDA,20100709,,EVEROLIMUS (2.5 mg/1),Cytochrome P450 2D6 Inhibitors [MoA]; Cytochrome P450 3A4 Inhibitors [MoA]; Decreased Immunologic Activity [PE]; Kinase Inhibitor [EPC]; Protein Kinase Inhibitors [MoA]; mTOR Inhibitor Immunosuppressant [EPC]; mTOR Inhibitors [MoA],,True,20271231
0078-0358,Diovan,valsartan,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,NDA,20010701,,VALSARTAN (80 mg/1),Angiotensin 2 Receptor Antagonists [MoA]; Angiotensin 2 Receptor Blocker [EPC],,True,20261231
0078-0867,KISQALI,ribociclib,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,20170313,,RIBOCICLIB SUCCINATE (200 mg/1),Cytochrome P450 3A Inhibitors [MoA]; Kinase Inhibitor [EPC]; Kinase Inhibitors [MoA],,True,20271231
0078-9659,ENTRESTO,Sacubitril and Valsartan,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,20150707,,SACUBITRIL (24 mg/1); VALSARTAN (26 mg/1),Angiotensin 2 Receptor Antagonists [MoA]; Angiotensin 2 Receptor Blocker [EPC]; Neprilysin Inhibitor [EPC]; Neprilysin Inhibitors [MoA],,True,20271231
0078-1056,COSENTYX,secukinumab,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,INJECTION,SUBCUTANEOUS,BLA,20150121,,SECUKINUMAB (75 mg/.5mL),Interleukin-17A Antagonist [EPC]; Interleukin-17A Antagonists [MoA],,True,20271231
0078-0696,ENTRESTO,Sacubitril and Valsartan,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,20150707,,SACUBITRIL (97 mg/1); VALSARTAN (103 mg/1),Angiotensin 2 Receptor Antagonists [MoA]; Angiotensin 2 Receptor Blocker [EPC]; Neprilysin Inhibitor [EPC]; Neprilysin Inhibitors [MoA],,True,20271231
0078-0379,Lotrel,amlodipine besylate and benazepril hydrochloride,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,CAPSULE,ORAL,NDA,19950303,20260930,AMLODIPINE BESYLATE (10 mg/1); BENAZEPRIL HYDROCHLORIDE (40 mg/1),Angiotensin Converting Enzyme Inhibitor [EPC]; Angiotensin-converting Enzyme Inhibitors [MoA]; Calcium Channel Antagonists [MoA]; Calcium Channel Blocker [EPC]; Cytochrome P450 3A Inhibitors [MoA]; Decreased Blood Pressure [PE]; Dihydropyridine Calcium Channel Blocker [EPC]; Dihydropyridines [CS],,True,
0078-0414,Zortress,everolimus,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,NDA,20100422,,EVEROLIMUS (.5 mg/1),Cytochrome P450 2D6 Inhibitors [MoA]; Cytochrome P450 3A4 Inhibitors [MoA]; Decreased Immunologic Activity [PE]; Kinase Inhibitor [EPC]; Protein Kinase Inhibitors [MoA]; mTOR Inhibitor Immunosuppressant [EPC]; mTOR Inhibitors [MoA],,True,20271231
0078-0607,Gilenya,Fingolimod hcl,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,CAPSULE,ORAL,NDA,20100921,,FINGOLIMOD HYDROCHLORIDE (.5 mg/1),Sphingosine 1-Phosphate Receptor Modulators [MoA]; Sphingosine 1-phosphate Receptor Modulator [EPC],,True,20261231
0078-0489,Exforge,amlodipine besylate and valsartan,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,20070620,,AMLODIPINE BESYLATE (10 mg/1); VALSARTAN (160 mg/1),Angiotensin 2 Receptor Antagonists [MoA]; Angiotensin 2 Receptor Blocker [EPC]; Calcium Channel Antagonists [MoA]; Calcium Channel Blocker [EPC]; Cytochrome P450 3A Inhibitors [MoA]; Dihydropyridine Calcium Channel Blocker [EPC]; Dihydropyridines [CS],,True,20271231
0078-9777,ENTRESTO,Sacubitril and Valsartan,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,20150707,,SACUBITRIL (49 mg/1); VALSARTAN (51 mg/1),Angiotensin 2 Receptor Antagonists [MoA]; Angiotensin 2 Receptor Blocker [EPC]; Neprilysin Inhibitor [EPC]; Neprilysin Inhibitors [MoA],,True,20271231
0078-1070,COSENTYX,secukinumab,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,INJECTION,SUBCUTANEOUS,BLA,20150121,,SECUKINUMAB (300 mg/2mL),Interleukin-17A Antagonist [EPC]; Interleukin-17A Antagonists [MoA],,True,20271231
0078-0697,PROMACTA,eltrombopag olamine,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"POWDER, FOR SUSPENSION",ORAL,NDA,20180927,,ELTROMBOPAG OLAMINE (25 mg/1),Breast Cancer Resistance Protein Inhibitors [MoA]; Increased Megakaryocyte Maturation [PE]; Increased Platelet Production [PE]; Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA]; Thrombopoietin Receptor Agonist [EPC]; Thrombopoietin Receptor Agonists [MoA]; UGT1A1 Inhibitors [MoA]; UGT1A3 Inhibitors [MoA]; UGT1A4 Inhibitors [MoA]; UGT1A6 Inhibitors [MoA]; UGT1A9 Inhibitors [MoA]; UGT2B15 Inhibitors [MoA]; UGT2B7 Inhibitors [MoA],,True,20261231
0078-0874,KISQALI,ribociclib,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"TABLET, FILM COATED",ORAL,NDA,20170313,,RIBOCICLIB SUCCINATE (200 mg/1),Cytochrome P450 3A Inhibitors [MoA]; Kinase Inhibitor [EPC]; Kinase Inhibitors [MoA],,True,20271231
0078-0415,Zortress,everolimus,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,TABLET,ORAL,NDA,20100422,,EVEROLIMUS (.75 mg/1),Cytochrome P450 2D6 Inhibitors [MoA]; Cytochrome P450 3A4 Inhibitors [MoA]; Decreased Immunologic Activity [PE]; Kinase Inhibitor [EPC]; Protein Kinase Inhibitors [MoA]; mTOR Inhibitor Immunosuppressant [EPC]; mTOR Inhibitors [MoA],,True,20271231
0078-0608,Focalin XR,dexmethylphenidate hydrochloride,Novartis Pharmaceuticals Corporation,HUMAN PRESCRIPTION DRUG,"CAPSULE, EXTENDED RELEASE",ORAL,NDA,20050531,20261231,DEXMETHYLPHENIDATE HYDROCHLORIDE (25 mg/1),Central Nervous System Stimulant [EPC]; Central Nervous System Stimulation [PE],CII,True,
